index,sample,spec,shock,horizon,shock_std,response_1sd_tightening,response_1sd_easing,cum_effect_1sd_tightening,cum_effect_1sd_easing,asymmetry_pvalue,nobs
ftse250,post_super_thursday,joint,path,0,0.007674169113485067,-0.00035524054876801627,0.0006127658082586017,-0.00035524054876801627,0.0006127658082586017,0.6042965173784809,2679
ftse250,post_super_thursday,joint,path,5,0.007674169113485067,0.0018537378169293654,0.0009023538668513991,0.0018537378169293654,0.0009023538668513991,0.06376285295364299,2674
ftse250,post_super_thursday,joint,path,10,0.007674169113485067,0.00043899180436546075,0.0011461568522351162,0.00043899180436546075,0.0011461568522351162,0.2663522748671495,2669
ftse250,post_super_thursday,joint,path,20,0.007674169113485067,-0.0002717566101992717,-0.0006062243813610303,-0.0002717566101992717,-0.0006062243813610303,0.7424240310829506,2659
ftse250,post_super_thursday,joint,qe,0,0.008076049472597983,-0.0003288776244502366,0.00020492875305581394,-0.0003288776244502366,0.00020492875305581394,0.8798935275562391,2679
ftse250,post_super_thursday,joint,qe,5,0.008076049472597983,-0.0012440153503011622,0.0018476080784078552,-0.0012440153503011622,0.0018476080784078552,0.8369231734321961,2674
ftse250,post_super_thursday,joint,qe,10,0.008076049472597983,-0.00012646022805655292,0.0016274490030800573,-0.00012646022805655292,0.0016274490030800573,0.5520980721631092,2669
ftse250,post_super_thursday,joint,qe,20,0.008076049472597983,-0.0015914214935252168,0.0035464624832716777,-0.0015914214935252168,0.0035464624832716777,0.5105477327048572,2659
ftse250,post_super_thursday,joint,target,0,0.0071902210892738445,-0.00025516150467011826,-0.0005801530694180474,-0.00025516150467011826,-0.0005801530694180474,0.1574705941524982,2679
ftse250,post_super_thursday,joint,target,5,0.0071902210892738445,-0.0005328086006514928,-0.003097274799965678,-0.0005328086006514928,-0.003097274799965678,0.04120624047089348,2674
ftse250,post_super_thursday,joint,target,10,0.0071902210892738445,-0.000965604638505767,-0.0024629970257096893,-0.000965604638505767,-0.0024629970257096893,0.04413290027900028,2669
ftse250,post_super_thursday,joint,target,20,0.0071902210892738445,-0.0006677047793479307,-0.0021536302918737506,-0.0006677047793479307,-0.0021536302918737506,0.1504839242077274,2659
